Id,Label,timeset,bus number,lon,lat,supply (mw),demand (mw),cluster,modularity_class,Cluter-ID,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,componentnumber,clustering,triangles
3147,,,,-107.682497,44.354307,0,0,18,31,0,2,2,22,0.09007,0.096197,43275,0,0,0
3148,,,,-114.80498,34.824892,0,0,9,53,0,3,3,28,0.07219,0.076385,127064.64,0,0,0
3149,,,,-104.351778,39.558142,0,0,8,8,0,4,4,24,0.077859,0.083448,144119.4694,0,0,0
3150,,,,-109.161669,43.659271,0,0,9,24,0,2,2,21,0.096969,0.103404,28852,0,0,0
3151,,,,-112.905769,34.142273,0,0,7,19,0,2,2,26,0.070063,0.073152,14415.4,0,0,0
3152,,,,-112.287881,40.461066,0,0,4,35,0,3,3,28,0.065375,0.069057,35158.33752,0,0,0
3153,,,,-115.148382,35.99443,0,0,15,20,0,4,4,27,0.072551,0.07725,28852,0,0.333333,1
3154,,,,-111.448191,41.618956,0,0,4,33,0,3,3,29,0.064047,0.067805,14427,0,0,0
3155,,,,-111.431336,47.093308,0,0,6,43,0,3,3,25,0.070173,0.073821,50748.58825,0,0,0
3156,,,,-120.807805,37.204832,0,0,20,54,0,3,3,29,0.061901,0.065083,59213.01691,0,0,0
3157,,,,-122.857402,44.693651,0,0,5,26,0,2,2,27,0.065231,0.069144,14427,0,0,0
3158,,,,-110.950714,37.269119,0,0,9,56,0,2,2,25,0.076327,0.0817,100508.5113,0,0,0
3159,,,,-122.326435,48.730977,0,0,23,11,0,1,1,25,0.071606,0.074476,0,0,0,0
3160,,,,-118.810675,46.691415,0,0,11,50,0,4,4,23,0.081246,0.087422,100953,0,0,0
3161,,,,-118.348632,33.67249,0,0,2,46,0,2,2,29,0.064391,0.068799,716.820126,0,0,0
3162,,,,-105.474102,32.663166,0,0,9,5,0,3,3,27,0.063421,0.066576,14427,0,0,0
3163,,,,-105.185903,39.593843,0,0,8,37,0,3,3,27,0.064751,0.068011,7192.823775,0,0,0
3164,,,,-109.731962,44.77944,0,0,18,24,0,1,1,23,0.081492,0.085199,0,0,0,0
3165,,,,-117.357778,46.782061,0,0,11,41,0,7,7,25,0.069977,0.074694,302543.1966,0,0,0
3166,,,,-112.013522,40.313023,0,0,4,35,0,3,3,29,0.064829,0.068999,43277,0,0,0
3167,,,,-121.560974,37.491634,0,0,1,17,0,1,1,27,0.071332,0.075536,0,0,0,0
3168,,,,-115.170323,35.965585,0,0,15,20,0,4,4,27,0.07255,0.077238,9608.071429,0,0.333333,1
3169,,,,-113.203384,43.745621,0,0,0,30,0,3,3,30,0.061829,0.066361,115138.5,0,0,0
3170,,,,-105.992738,36.343685,0,0,9,51,0,1,1,25,0.074029,0.078773,0,0,0,0
3171,,,,-119.464528,35.31271,0,0,12,25,0,3,3,27,0.072355,0.077183,89086.77117,0,0,0
3172,,,,-108.238744,45.074098,0,0,18,24,0,3,3,21,0.096768,0.103476,147292.2833,0,0,0
3173,,,,-121.608641,45.531054,0,0,5,53,0,1,1,27,0.066516,0.070387,0,0,0,0
3174,,,,-117.794131,39.194747,0,0,9,47,0,3,3,28,0.068586,0.072725,129312.4789,0,0,0
3175,,,,-117.109763,47.522648,0,0,11,40,0,1,1,24,0.073825,0.077919,0,0,0,0
3176,,,,-104.700281,38.889774,0,0,8,8,0,3,3,25,0.072239,0.076638,18986.84691,0,0,0
3177,,,,-112.732052,41.031698,0,0,0,45,0,1,1,30,0.061335,0.065261,0,0,0,0
3178,,,,-101.765474,38.242531,0,0,9,8,0,3,3,25,0.072274,0.076695,28853,0,0,0
3179,,,,-105.060008,39.728214,0,0,8,37,0,2,2,23,0.08425,0.090993,14486.04286,0,0,0
3180,,,,-115.093987,46.809196,0,0,9,43,0,2,2,28,0.063443,0.066059,14427,0,0,0
3181,,,,-119.755703,35.39679,0,0,12,25,0,3,3,30,0.060068,0.063362,70702.9891,0,0,0
3182,,,,-115.145413,42.71652,0,0,14,30,0,2,2,25,0.07041,0.074465,158587,0,0,0
3183,,,,-117.525368,34.143618,0,0,2,56,0,3,3,27,0.072865,0.0784,57699,0,0,0
3184,,,,-123.064492,41.962607,0,0,9,6,0,2,2,29,0.061679,0.064526,14427,0,0,0
3185,,,,-113.611196,50.292512,0,0,6,14,0,4,4,23,0.078458,0.083192,140059.2733,0,0,0
3186,,,,-120.48792,37.128688,0,0,20,54,0,3,3,30,0.058573,0.061472,40582.45959,0,0,0
3187,,,,-118.12499,34.015054,0,0,2,52,0,1,1,27,0.07293,0.078632,0,0,0,0
3188,,,,-111.134224,45.053758,0,0,9,24,0,4,4,22,0.090146,0.095859,500724.9442,0,0,0
3189,,,,-111.916311,40.7318,0,0,4,45,0,4,4,31,0.057844,0.061453,7575.632036,0,0,0
3190,,,,-119.922778,35.069604,0,0,12,25,0,3,3,31,0.057983,0.061423,43277,0,0,0
3191,,,,-122.582472,44.742435,0,0,5,26,0,2,2,24,0.079718,0.085212,14076.39219,0,0,0
3192,,,,-123.368192,49.195561,0,0,23,12,0,1,1,25,0.071993,0.07552,0,0,0,0
3193,,,,-120.059494,36.987324,0,0,20,54,0,3,3,32,0.056796,0.060361,28852,0,0,0
3194,,,,-112.394286,33.856341,0,0,7,22,0,3,3,27,0.065754,0.068823,0,0,0,0
3195,,,,-114.118792,50.516956,0,0,6,53,0,1,1,21,0.092585,0.099277,0,0,0,0
3196,,,,-122.203251,47.952848,0,0,19,27,0,1,1,26,0.067921,0.070931,0,0,0,0
3197,,,,-104.343095,32.512067,0,0,9,28,0,4,4,27,0.063465,0.066593,57701,0,0,0
3198,,,,-122.651502,38.858803,0,0,20,3,0,2,2,30,0.059725,0.062537,0,0,0,0
3199,,,,-120.178001,37.861668,0,0,20,10,0,2,2,31,0.056493,0.059514,14427,0,0,0
3200,,,,-122.0894,47.367609,0,0,19,63,0,2,2,28,0.064483,0.068331,28852,0,0,0
3201,,,,-119.964887,39.623208,0,0,9,10,0,2,2,29,0.062595,0.065794,4799.45801,0,0,0
3202,,,,-118.664364,35.883832,0,0,12,25,0,2,2,28,0.068139,0.072462,2962.746935,0,0,0
3203,,,,-121.335272,37.638101,0,0,1,17,0,3,3,29,0.063227,0.067117,28852,0,0.333333,1
3204,,,,-112.013337,40.504695,0,0,4,35,0,3,3,27,0.073468,0.078769,24574.95347,0,0,0
3205,,,,-119.47422,35.924034,0,0,12,25,0,3,3,28,0.066198,0.069862,35784.22475,0,0,0
3206,,,,-120.141266,37.397431,0,0,20,54,0,1,1,31,0.058667,0.062493,0,0,0,0
3207,,,,-122.139106,47.255612,0,0,19,63,0,2,2,27,0.067173,0.070562,0,0,0,0
3208,,,,-111.279617,32.297274,0,0,7,16,0,4,4,31,0.054625,0.056817,28937.83333,0,0,0
3209,,,,-110.39519,54.307554,0,0,9,68,0,3,3,25,0.068944,0.073153,216557.5667,0,0,0
3210,,,,-121.372638,39.260751,0,0,20,44,0,2,2,26,0.077118,0.08208,43275,0,0,0
3211,,,,-120.727498,38.726205,0,0,1,10,0,1,1,27,0.070915,0.075017,0,0,0,0
3212,,,,-122.585348,49.059369,0,0,23,11,0,3,3,25,0.071749,0.074919,7022.655904,0,0,0
3213,,,,-121.851032,46.079378,0,0,5,27,0,2,2,25,0.074199,0.079073,6,0,0,0
3214,,,,-115.661934,45.963396,0,0,9,40,0,2,2,28,0.059067,0.061879,14427,0,0,0
3215,,,,-122.071456,37.534601,0,0,1,17,0,2,2,28,0.071961,0.076818,56807.77406,0,0,0
3216,,,,-121.353975,38.741895,0,0,1,13,0,2,2,23,0.097681,0.107539,14365.86667,0,0,0
3217,,,,-111.336353,44.740814,0,0,9,43,0,4,4,25,0.07328,0.077793,46973.74833,0,0,0
3218,,,,-121.347384,38.630196,0,0,1,13,0,3,3,28,0.066477,0.070538,14932.26495,0,0,0
3219,,,,-122.392137,47.586676,0,0,19,27,0,2,2,24,0.079563,0.085415,14359.86255,0,0,0
3220,,,,-120.507924,49.40788,0,0,3,65,0,6,6,24,0.074238,0.078901,100964,0,0.066667,1
3221,,,,-104.665563,43.551703,0,0,22,34,0,2,2,25,0.071294,0.074867,1042.333333,0,0,0
3222,,,,-117.971993,33.967408,0,0,2,52,0,3,3,29,0.064285,0.069583,17567.19287,0,0,0
3223,,,,-122.151035,46.218654,0,0,5,57,0,3,3,26,0.069789,0.074098,14427,0,0,0
3224,,,,-108.319033,42.218666,0,0,9,4,0,2,2,31,0.057803,0.060839,86513,0,0,0
3225,,,,-121.38846,38.4229,0,0,1,13,0,2,2,28,0.066301,0.070057,0,0,1,1
3226,,,,-121.801148,37.225295,0,0,20,17,0,4,4,27,0.071471,0.075697,29225.75,0,0,0
3227,,,,-123.228176,44.650764,0,0,5,26,0,2,2,28,0.061614,0.065339,14425,0,0,0
3228,,,,-117.291579,32.93361,0,0,12,39,0,2,2,29,0.063873,0.067422,0,0,0,0
3229,,,,-121.47376,38.509897,0,0,1,13,0,6,6,28,0.065945,0.069404,72120.5,0,0.1,1
3230,,,,-113.905742,53.370937,0,0,10,0,0,4,4,25,0.068777,0.072842,167924.2399,0,0,0
3231,,,,-122.979787,49.017783,0,0,23,12,0,2,2,23,0.08352,0.088402,0,0,1,1
3232,,,,-116.488121,33.793747,0,0,12,48,0,5,5,27,0.072998,0.078596,228331.8055,0,0,0
3233,,,,-107.014195,35.185289,0,0,13,5,0,1,1,26,0.068283,0.072299,0,0,0,0
3234,,,,-112.013803,39.569014,0,0,0,4,0,2,2,30,0.061017,0.064495,19130.46658,0,0,0
3235,,,,-111.549158,32.855253,0,0,7,42,0,1,1,26,0.070661,0.073882,0,0,0,0
3236,,,,-117.525289,35.241239,0,0,12,56,0,3,3,26,0.078616,0.085452,63691.52816,0,0,0
3237,,,,-121.31838,38.583844,0,0,1,13,0,3,3,29,0.062281,0.065429,14427,0,0,0
3238,,,,-119.231304,37.716753,0,0,9,49,0,5,5,25,0.079549,0.083525,28852,0,0.333333,1
3239,,,,-110.892053,42.053873,0,0,0,29,0,4,4,29,0.065767,0.070553,62188.98257,0,0,0
3240,,,,-120.469345,45.433399,0,0,11,50,0,2,2,26,0.066728,0.070495,43249.81818,0,0,0
3241,,,,-117.632805,33.775858,0,0,2,39,0,1,1,27,0.072332,0.076956,0,0,0,0
3242,,,,-119.629814,39.404016,0,0,9,49,0,4,4,27,0.071229,0.076228,322527.6405,0,0,0
3243,,,,-112.535458,38.26011,0,0,0,47,0,5,5,28,0.069672,0.074703,33203.12449,0,0,0
3244,,,,-111.595202,42.26308,0,0,0,29,0,1,1,31,0.058701,0.06224,0,0,0,0
3245,,,,-123.118795,49.213292,0,0,23,59,0,3,3,24,0.07736,0.081711,14340.04056,0,0,0
3246,,,,-122.358423,49.10293,0,0,23,11,0,2,2,22,0.091222,0.097679,70839.32013,0,0,0
3247,,,,-117.892033,33.757595,0,0,2,52,0,3,3,29,0.064185,0.069217,25172.24925,0,0,0
3248,,,,-122.246754,47.19789,0,0,19,63,0,2,2,27,0.067174,0.070609,14427,0,0,0
3249,,,,-121.962262,43.60683,0,0,9,26,0,6,6,28,0.0655,0.069046,167471.1118,0,0,0
3250,,,,-115.677891,33.07411,0,0,12,55,0,2,2,27,0.068659,0.072261,28852,0,0,0
3251,,,,-122.643255,47.548881,0,0,19,63,0,4,4,25,0.073934,0.079003,108399.2844,0,0,0
3252,,,,-122.285637,48.074811,0,0,19,27,0,1,1,25,0.072857,0.076694,0,0,0,0
3253,,,,-111.248006,49.69447,0,0,6,68,0,4,4,23,0.079103,0.083997,67573.70293,0,0,0
3254,,,,-104.70348,39.6239,0,0,8,37,0,1,1,26,0.067371,0.070699,0,0,0,0
3255,,,,-122.23392,37.506557,0,0,20,17,0,7,7,28,0.069225,0.074104,179014.0051,0,0.142857,3
3256,,,,-121.159518,37.6039,0,0,1,10,0,3,3,27,0.072231,0.07774,14427,0,0,0
3257,,,,-115.408615,50.634618,0,0,6,70,0,2,2,22,0.084796,0.090109,14427,0,0,0
3258,,,,-111.865589,40.569492,0,0,4,35,0,3,3,30,0.061795,0.06642,16914.54427,0,0,0
3259,,,,-116.675456,32.392519,0,0,12,48,0,4,4,28,0.069223,0.073937,14849.49762,0,0,0
3260,,,,-117.88732,33.976627,0,0,2,25,0,5,5,30,0.061674,0.066922,80035.61211,0,0,0
3261,,,,-117.664698,34.04583,0,0,2,9,0,2,2,28,0.070552,0.076935,37758.3429,0,0,0
3262,,,,-116.368569,41.117942,0,0,21,2,0,2,2,29,0.06237,0.065218,14427,0,0,0
3263,,,,-117.275409,33.188093,0,0,12,39,0,3,3,29,0.063887,0.06762,14427,0,0,0
3264,,,,-122.727976,47.019499,0,0,19,63,0,3,3,28,0.059911,0.063512,97579.36559,0,0,0
3265,,,,-105.164949,39.8706,0,0,8,37,0,3,3,22,0.091868,0.100841,282610.9639,0,0,0
3266,,,,-111.917181,41.12109,0,0,4,45,0,2,2,29,0.06548,0.070341,347.25,0,0,0
3267,,,,-122.775905,49.159984,0,0,23,11,0,2,2,21,0.100121,0.108588,0,0,0,0
3268,,,,-111.981119,35.248967,0,0,9,19,0,4,4,27,0.065535,0.068229,14427,0,0.333333,1
3269,,,,-123.233958,43.803571,0,0,5,26,0,2,2,28,0.062202,0.065421,14427,0,0,0
3270,,,,-111.834316,43.756902,0,0,0,29,0,2,2,29,0.060167,0.063043,7724.630481,0,0,0
3271,,,,-113.353341,43.830683,0,0,0,30,0,5,5,31,0.058245,0.062115,72206.5,0,0,0
3272,,,,-115.716935,43.075324,0,0,14,30,0,4,4,26,0.066395,0.069993,72121,0,0.166667,1
3273,,,,-120.39181,54.362527,0,0,9,71,0,3,3,26,0.064935,0.069095,114474.226,0,0,0
3274,,,,-105.981844,39.239392,0,0,8,37,0,3,3,24,0.078087,0.083178,28853,0,0,0
3275,,,,-108.223069,42.731016,0,0,9,4,0,2,2,31,0.0578,0.060757,14427,0,0,0
3276,,,,-121.363962,41.637484,0,0,9,6,0,3,3,28,0.069233,0.073685,366360.6855,0,0,0
3277,,,,-116.235057,54.284122,0,0,9,1,0,1,1,26,0.064397,0.067425,0,0,0,0
3278,,,,-121.199143,38.673184,0,0,1,13,0,3,3,27,0.070678,0.074633,44731.00641,0,0,0
3279,,,,-115.39201,32.816007,0,0,12,55,0,6,6,26,0.06943,0.071962,57701,0,0.1,1
3280,,,,-123.159313,48.107436,0,0,19,27,0,2,2,26,0.068644,0.072452,18757.6157,0,0,0
3281,,,,-107.424429,38.298984,0,0,9,37,0,2,2,26,0.071726,0.076408,83329.94187,0,0,0
3282,,,,-119.624441,38.131544,0,0,9,10,0,1,1,33,0.051225,0.053679,0,0,0,0
3283,,,,-112.672685,34.363998,0,0,7,19,0,1,1,25,0.075333,0.079216,0,0,0,0
3284,,,,-118.917857,35.735885,0,0,12,25,0,3,3,27,0.072081,0.07664,20253.28467,0,0.333333,1
3285,,,,-118.247258,35.380892,0,0,12,18,0,2,2,24,0.090208,0.097311,13725.97747,0,0,0
3286,,,,-116.883605,40.606924,0,0,21,2,0,2,2,31,0.055667,0.058054,9979.310924,0,0,0
3287,,,,-112.585951,42.733486,0,0,0,29,0,3,3,31,0.056619,0.059729,14427,0,0,0
3288,,,,-114.209873,34.332206,0,0,9,53,0,4,4,29,0.064734,0.067945,57701,0,0,0
3289,,,,-104.879081,39.469886,0,0,8,37,0,3,3,27,0.063179,0.066089,14427,0,0,0
3290,,,,-113.668985,45.913631,0,0,9,44,0,2,2,29,0.061085,0.063335,28852,0,0,0
3291,,,,-108.509362,33.16629,0,0,9,21,0,2,2,28,0.062792,0.065412,14427,0,0,0
3292,,,,-120.802032,38.871945,0,0,1,10,0,2,2,27,0.071113,0.075255,4207.491418,0,0,0
3293,,,,-120.353332,43.616036,0,0,9,6,0,1,1,25,0.075859,0.080473,0,0,0,0
3294,,,,-111.755826,34.599255,0,0,9,19,0,4,4,26,0.070091,0.07341,50367.43288,0,0,0
3295,,,,-118.380898,47.889955,0,0,11,58,0,1,1,25,0.069879,0.073628,0,0,0,0
3296,,,,-123.528838,48.174525,0,0,3,63,0,3,3,28,0.058647,0.061964,7801.002477,0,0,0
3297,,,,-104.882329,39.658124,0,0,8,37,0,4,4,26,0.068068,0.071784,65527.45019,0,0,0
3298,,,,-114.508065,54.180801,0,0,10,0,0,4,4,26,0.064482,0.067848,45395.40476,0,0,0
3299,,,,-106.627879,35.145128,0,0,13,5,0,5,5,24,0.078389,0.08478,103809.4995,0,0.1,1
3300,,,,-120.315702,49.214319,0,0,9,65,0,1,1,25,0.069108,0.072612,0,0,0,0
3301,,,,-111.46052,48.797531,0,0,6,43,0,4,4,24,0.073457,0.077486,118389.1723,0,0,0
3302,,,,-120.493338,45.314771,0,0,9,50,0,2,2,27,0.062561,0.065638,28845.31818,0,0,0
3303,,,,-121.027173,46.807013,0,0,9,33,0,3,3,27,0.063756,0.0671,26531.9565,0,0,0
3304,,,,-115.067323,51.263271,0,0,6,70,0,5,5,21,0.092637,0.099914,222713.9333,0,0,0
3305,,,,-113.940534,32.864343,0,0,9,42,0,3,3,28,0.063398,0.066911,68909.59628,0,0,0
3306,,,,-111.048666,48.584882,0,0,6,43,0,5,5,23,0.079016,0.08382,200481.65,0,0,0
3307,,,,-122.585844,46.140959,0,0,5,63,0,1,1,28,0.06208,0.065442,0,0,0,0
3308,,,,-122.368158,53.034856,0,0,16,66,0,8,8,27,0.060644,0.064037,189793.2595,0,0,0
3309,,,,-119.219107,36.69649,0,0,9,49,0,2,2,25,0.08023,0.084676,21716.17025,0,0,0
3310,,,,-121.009894,36.163557,0,0,9,53,0,2,2,30,0.060796,0.063991,9167.845618,0,0,0
3311,,,,-117.02799,32.988809,0,0,12,48,0,6,6,28,0.070356,0.075625,144600.7406,0,0.066667,1
3312,,,,-111.900339,40.517663,0,0,4,35,0,5,5,29,0.064969,0.06954,15030.17506,0,0,0
3313,,,,-121.454657,38.554099,0,0,1,13,0,1,1,28,0.065927,0.069065,0,0,0,0
3314,,,,-113.133884,53.704367,0,0,10,0,0,8,8,25,0.068898,0.073599,263051.8879,0,0,0
3315,,,,-103.200199,41.023153,0,0,9,7,0,2,2,27,0.063327,0.066629,87333.07298,0,0,0
3316,,,,-117.451182,37.387094,0,0,9,49,0,3,3,25,0.079587,0.083686,28852,0,0,0
3317,,,,-121.543781,44.201195,0,0,9,53,0,2,2,25,0.071075,0.074833,14427,0,0,0
3318,,,,-117.008021,33.915155,0,0,2,39,0,2,2,26,0.077839,0.083511,14427,0,0,0
3319,,,,-118.485451,34.972124,0,0,12,18,0,3,3,25,0.083521,0.090155,50.666667,0,0.666667,2
3320,,,,-120.147819,47.334053,0,0,11,33,0,4,4,24,0.075615,0.080949,28862.5,0,0,0
3321,,,,-123.61609,41.735089,0,0,9,26,0,1,1,27,0.069953,0.073738,0,0,0,0
3322,,,,-106.444916,36.566982,0,0,9,51,0,1,1,27,0.064662,0.067794,0,0,0,0
3323,,,,-122.565297,41.396711,0,0,9,6,0,3,3,27,0.072505,0.077525,247615.2944,0,0,0
3324,,,,-116.579576,34.074223,0,0,12,48,0,1,1,27,0.07275,0.07754,0,0,0,0
3325,,,,-119.246398,45.89691,0,0,11,50,0,4,4,25,0.070761,0.075375,36764.82063,0,0,0
3326,,,,-123.330758,44.235644,0,0,5,26,0,2,2,28,0.061387,0.064756,1233.771537,0,0,0
3327,,,,-104.947799,38.369615,0,0,8,8,0,2,2,26,0.067349,0.0708,57696,0,0,0
3328,,,,-112.860367,33.847527,0,0,7,22,0,2,2,26,0.070305,0.073886,14427,0,0,0
3329,,,,-118.957845,46.677382,0,0,11,50,0,3,3,24,0.075806,0.080765,28853,0,0,0
3330,,,,-118.907612,48.133767,0,0,11,58,0,2,2,25,0.070196,0.074524,14427,0,0,0
3331,,,,-119.569758,35.213512,0,0,12,25,0,8,8,29,0.063505,0.067374,100541.7149,0,0.066667,1
3332,,,,-104.941374,40.522097,0,0,8,37,0,2,2,24,0.077746,0.083001,24357.50391,0,0,0
3333,,,,-122.221766,37.645202,0,0,1,17,0,2,2,26,0.077915,0.083339,16634.49111,0,0,0
3334,,,,-112.891183,42.928774,0,0,0,30,0,3,3,28,0.070491,0.077189,57699,0,0,0
3335,,,,-108.638014,42.856559,0,0,9,31,0,3,3,25,0.071556,0.074622,21015.20981,0,0,0
3336,,,,-122.532939,47.730792,0,0,19,27,0,3,3,24,0.079466,0.085214,148064.1867,0,0,0
3337,,,,-122.076699,37.608668,0,0,1,17,0,3,3,30,0.063062,0.066278,107.801587,0,0,0
3338,,,,-107.351309,43.636519,0,0,9,31,0,2,2,23,0.082864,0.087532,0,0,0,0
3339,,,,-111.962268,40.630273,0,0,4,45,0,1,1,28,0.069815,0.075679,0,0,0,0
3340,,,,-117.242752,33.093892,0,0,12,39,0,6,6,28,0.068266,0.073192,93290.4367,0,0,0
3341,,,,-121.481673,38.671334,0,0,1,13,0,2,2,27,0.070679,0.074796,96.060606,0,0,0
3342,,,,-117.198262,32.721669,0,0,12,48,0,6,6,27,0.073928,0.079358,66789.68403,0,0,0
3343,,,,-109.930395,47.267835,0,0,18,24,0,4,4,21,0.089143,0.094793,157234.4108,0,0,0
3344,,,,-119.557328,35.410601,0,0,12,25,0,2,2,28,0.067027,0.070547,14427,0,0,0
3345,,,,-123.854354,40.249464,0,0,9,3,0,1,1,26,0.07643,0.080825,0,0,0,0
3346,,,,-120.818301,36.075795,0,0,9,53,0,2,2,31,0.060368,0.064058,14427,0,0,0
3347,,,,-120.757696,36.017257,0,0,9,53,0,1,1,32,0.056931,0.059903,0,0,0,0
3348,,,,-120.766125,38.312915,0,0,1,10,0,3,3,28,0.067273,0.071616,57699,0,0,0
3349,,,,-122.748279,53.821372,0,0,16,66,0,2,2,28,0.057188,0.059775,306519.8516,0,0,0
3350,,,,-117.920463,33.852979,0,0,2,52,0,3,3,31,0.056903,0.060296,14427,0,0.333333,1
3351,,,,-115.67778,36.150811,0,0,15,47,0,1,1,27,0.072426,0.076522,0,0,0,0
3352,,,,-107.185047,35.785401,0,0,13,51,0,1,1,25,0.069579,0.073609,0,0,0,0
3353,,,,-121.859046,40.326479,0,0,9,3,0,2,2,26,0.076364,0.081343,28852,0,0,0
3354,,,,-118.729992,34.369933,0,0,2,46,0,3,3,28,0.068036,0.07289,150949.767,0,0,0
3355,,,,-112.655033,45.249615,0,0,9,24,0,3,3,26,0.067681,0.070485,45516.41023,0,0,0
3356,,,,-112.300723,33.992965,0,0,7,22,0,1,1,28,0.061406,0.063469,0,0,0,0
3357,,,,-119.860145,56.255175,0,0,9,1,0,2,2,27,0.060812,0.063844,14427,0,0,0
3358,,,,-121.48438,38.522243,0,0,1,13,0,1,1,29,0.061865,0.064531,0,0,0,0
3359,,,,-106.372047,31.919047,0,0,17,28,0,3,3,24,0.078436,0.084677,143460.9757,0,0,0
3360,,,,-121.954553,38.152812,0,0,1,36,0,2,2,29,0.063529,0.067017,14543.22619,0,0,0
3361,,,,-111.024308,32.097092,0,0,7,16,0,1,1,26,0.070982,0.075319,0,0,0,0
3362,,,,-108.19658,43.688005,0,0,18,31,0,5,5,26,0.070396,0.074401,185537.4455,0,0,0
3363,,,,-122.706956,38.419739,0,0,20,32,0,2,2,29,0.063177,0.066901,28852,0,0,0
3364,,,,-118.800494,35.367494,0,0,12,18,0,2,2,27,0.072007,0.076328,0,0,1,1
3365,,,,-111.961702,40.73285,0,0,4,45,0,4,4,32,0.054655,0.057657,0.5,0,0.666667,2
3366,,,,-111.829656,40.440542,0,0,4,35,0,2,2,28,0.068484,0.072697,49452.61574,0,0,0
3367,,,,-105.079616,44.429996,0,0,22,31,0,3,3,22,0.09026,0.096895,14946.16667,0,0,0
3368,,,,-122.952776,45.100672,0,0,5,57,0,2,2,29,0.059497,0.063438,5823.236346,0,0,0
3369,,,,-122.380207,45.04281,0,0,5,57,0,3,3,30,0.056597,0.060092,2817.470916,0,0.333333,1
3370,,,,-114.829078,36.173132,0,0,15,20,0,3,3,26,0.078411,0.084369,14427,0,0.333333,1
3371,,,,-119.502937,39.46383,0,0,9,49,0,4,4,28,0.06657,0.070673,137269.3071,0,0,0
3372,,,,-119.862038,36.124705,0,0,12,47,0,3,3,30,0.060549,0.063968,10479.06833,0,0,0
3373,,,,-109.962002,32.746043,0,0,9,20,0,2,2,26,0.074159,0.078223,87735.76152,0,0,0
3374,,,,-122.309017,47.409138,0,0,19,27,0,3,3,29,0.05908,0.062734,43277,0,0,0
3375,,,,-118.678071,35.583735,0,0,12,18,0,2,2,27,0.071525,0.075382,2,0,0,0
3376,,,,-114.065848,32.922165,0,0,9,42,0,3,3,29,0.05962,0.062417,28853,0,0,0
3377,,,,-114.563939,54.406914,0,0,10,67,0,1,1,27,0.060608,0.063268,0,0,0,0
3378,,,,-116.592438,45.309373,0,0,9,41,0,2,2,27,0.063741,0.067211,28852,0,0,0
3379,,,,-102.667771,40.499771,0,0,9,7,0,2,2,27,0.063426,0.066975,315.671609,0,0,0
3380,,,,-122.759413,45.899549,0,0,5,57,0,3,3,29,0.057871,0.061114,6806.130828,0,0.666667,2
3381,,,,-120.340288,38.143449,0,0,20,10,0,3,3,31,0.057068,0.06073,12513.04119,0,0,0
3382,,,,-105.796695,43.765555,0,0,22,34,0,4,4,24,0.076568,0.08075,21655.83333,0,0.166667,1
3383,,,,-115.918674,33.094223,0,0,12,55,0,1,1,28,0.068016,0.072088,0,0,0,0
3384,,,,-113.268775,33.418864,0,0,9,42,0,3,3,27,0.066215,0.069443,72119,0,0,0
3385,,,,-113.959716,53.127391,0,0,10,0,0,2,2,23,0.079079,0.083877,43482.21168,0,0,0
3386,,,,-119.649491,35.87219,0,0,12,25,0,2,2,30,0.061519,0.06553,1778.837951,0,0,0
3387,,,,-121.365709,38.650799,0,0,1,13,0,2,2,27,0.070915,0.075434,55303.97982,0,0,0
3388,,,,-106.651387,35.116726,0,0,13,5,0,3,3,26,0.06787,0.072048,83.616667,0,0.333333,1
3389,,,,-115.36226,33.56842,0,0,9,55,0,3,3,23,0.088007,0.092859,462920.8806,0,0,0
3390,,,,-115.586404,33.209441,0,0,12,55,0,6,6,29,0.065734,0.070137,119621.0067,0,0,0
3391,,,,-121.225295,38.727182,0,0,1,13,0,2,2,26,0.076236,0.08178,2697.639442,0,0,0
3392,,,,-106.651975,36.076362,0,0,13,51,0,3,3,23,0.079902,0.085573,198307.2122,0,0,0
3393,,,,-103.585098,44.922303,0,0,22,34,0,5,5,24,0.076691,0.081168,129798,0,0,0
3394,,,,-117.809864,34.110747,0,0,2,9,0,5,5,30,0.062301,0.066759,70741.20382,0,0,0
3395,,,,-107.100322,32.688163,0,0,17,21,0,2,2,27,0.067632,0.071151,0,0,0,0
3396,,,,-111.039276,39.556675,0,0,0,4,0,1,1,26,0.080428,0.087977,0,0,0,0
3397,,,,-108.034722,37.228808,0,0,9,51,0,4,4,27,0.069773,0.074396,258496.8469,0,0,0
3398,,,,-111.918957,40.807244,0,0,4,45,0,1,1,32,0.054802,0.057849,0,0,0,0
3399,,,,-109.746109,42.112189,0,0,9,34,0,2,2,30,0.063412,0.067758,29644.55912,0,0,0
3400,,,,-109.90009,44.844987,0,0,18,24,0,2,2,21,0.096691,0.103114,46469.33532,0,0,0
3401,,,,-121.299989,38.609993,0,0,1,13,0,2,2,28,0.066299,0.069933,0,0,0,0
3402,,,,-110.736154,39.641341,0,0,0,4,0,3,3,27,0.074465,0.080455,37601.68194,0,0,0
3403,,,,-117.984794,47.663383,0,0,11,41,0,2,2,25,0.069833,0.073612,14427,0,0,0
3404,,,,-110.958566,39.174043,0,0,0,4,0,5,5,26,0.080455,0.088286,217114.3564,0,0,0
3405,,,,-121.827261,37.921842,0,0,1,36,0,4,4,29,0.063588,0.06713,14427,0,0,0
