Source,Target,Type,Id,Label,timeset,Weight,line number,x,R
8728,2720,Undirected,156773,,,1,5701,0.406527,0.002216522
8727,8722,Undirected,156774,,,1,5702,0.126321,0.001244123
8726,4120,Undirected,156775,,,1,5703,0.184775,0.001750029
8725,8712,Undirected,156776,,,1,5704,0.600881,0.005863001
8724,8692,Undirected,156777,,,1,5705,2.151023,0.024465492
8723,827,Undirected,156778,,,1,5706,0.443005,0.003919112
8722,8721,Undirected,156779,,,1,5707,0.1578,0.001148394
8721,8716,Undirected,156780,,,1,5708,0.361787,0.003789627
8720,4268,Undirected,156781,,,1,5709,0.920569,0.013903018
8719,8680,Undirected,156782,,,1,5710,2.349046,0.027869145
8718,8716,Undirected,156783,,,1,5711,0.145994,0.00219883
8717,2771,Undirected,156784,,,1,5712,0.102723,0.000840096
8716,6474,Undirected,156785,,,1,5713,0.461939,0.003177339
8715,6395,Undirected,156786,,,1,5714,1.154648,0.014083843
8714,7619,Undirected,156787,,,1,5715,0.199502,0.001731908
8713,8710,Undirected,156788,,,1,5716,0.321361,0.002911267
8712,5194,Undirected,156789,,,1,5717,0.642629,0.004998659
8711,6432,Undirected,156790,,,1,5718,0.22936,0.001942916
8710,102,Undirected,156791,,,1,5719,0.574729,0.007587064
8709,1828,Undirected,156792,,,1,5720,2.732915,0.031783828
8708,5406,Undirected,156793,,,1,5721,0.087358,0.000957742
8707,6711,Undirected,156794,,,1,5722,0.135267,0.001813973
8706,1070,Undirected,156795,,,1,5723,0.040609,0.000310429
8705,7149,Undirected,156796,,,1,5724,0.281186,0.003994378
8704,1482,Undirected,156797,,,1,5725,0.115713,0.001412121
8703,8702,Undirected,156798,,,1,5726,0.374881,0.003013811
8702,1759,Undirected,156799,,,1,5727,0.177123,0.002410646
8701,743,Undirected,156800,,,1,5728,0.081002,0.000484199
8700,6452,Undirected,156801,,,1,5729,0.454665,0.005307455
8699,1772,Undirected,156802,,,1,5730,0.827809,0.006983562
8698,6723,Undirected,156803,,,1,5731,1.417094,0.016279909
8697,358,Undirected,156804,,,1,5732,0.616286,0.006758097
8696,4644,Undirected,156805,,,1,5733,1.057123,0.009232064
8695,6985,Undirected,156806,,,1,5734,0.334822,0.00448691
8694,6294,Undirected,156807,,,1,5735,0.512901,0.006425641
8693,8689,Undirected,156808,,,1,5736,0.279213,0.002271654
8692,6985,Undirected,156809,,,1,5737,1.834158,0.025952497
8691,8685,Undirected,156810,,,1,5738,0.301035,0.001616914
8690,2690,Undirected,156811,,,1,5739,0.315063,0.004515972
8689,2921,Undirected,156812,,,1,5740,0.90639,0.011515001
8688,8684,Undirected,156813,,,1,5741,0.131638,0.001934094
8687,3193,Undirected,156814,,,1,5742,0.156364,0.001469054
8686,8677,Undirected,156815,,,1,5743,0.456673,0.004706271
8685,8679,Undirected,156816,,,1,5744,0.145938,0.001235882
8684,8683,Undirected,156817,,,1,5745,0.039842,0.000442016
8683,8679,Undirected,156818,,,1,5746,0.314944,0.005174164
8682,4103,Undirected,156819,,,1,5747,0.343686,0.001684277
8681,8677,Undirected,156820,,,1,5748,0.227597,0.002344149
8680,8674,Undirected,156821,,,1,5749,0.615692,0.005701767
8679,8675,Undirected,156822,,,1,5750,0.662237,0.00619224
8678,2512,Undirected,156823,,,1,5751,0.119272,0.001137904
8677,2367,Undirected,156824,,,1,5752,0.739499,0.009734276
8676,6917,Undirected,156825,,,1,5753,0.212104,0.001433798
8675,884,Undirected,156826,,,1,5754,0.290126,0.003121886
8674,8666,Undirected,156827,,,1,5755,0.394623,0.00355134
8673,6661,Undirected,156828,,,1,5756,0.770978,0.006728244
8672,3552,Undirected,156829,,,1,5757,0.396993,0.004237201
8671,8657,Undirected,156830,,,1,5758,0.758817,0.007049809
8670,8645,Undirected,156831,,,1,5759,1.167068,0.005440694
8669,8660,Undirected,156832,,,1,5760,0.745037,0.008383307
8668,602,Undirected,156833,,,1,5761,0.691629,0.000672633
8667,6964,Undirected,156834,,,1,5762,0.183424,0.001258166
8666,8663,Undirected,156835,,,1,5763,0.241875,0.002360273
8665,342,Undirected,156836,,,1,5764,0.273232,0.001620113
8664,7614,Undirected,156837,,,1,5765,0.394853,0.003385823
8663,6435,Undirected,156838,,,1,5766,0.878522,0.00945975
8662,8653,Undirected,156839,,,1,5767,0.677955,0.005983227
8661,8655,Undirected,156840,,,1,5768,0.396442,0.002893373
8660,447,Undirected,156841,,,1,5769,1.482631,0.015116173
8659,1507,Undirected,156842,,,1,5770,0.197153,0.001715467
8658,1510,Undirected,156843,,,1,5771,0.574775,0.006766579
8657,1943,Undirected,156844,,,1,5772,0.758102,0.006115312
8656,8651,Undirected,156845,,,1,5773,0.246508,0.002321128
8655,2513,Undirected,156846,,,1,5774,0.652825,0.006147817
8654,8642,Undirected,156847,,,1,5775,0.780284,0.006240732
8653,8644,Undirected,156848,,,1,5776,0.483583,0.0049544
8652,5368,Undirected,156849,,,1,5777,0.195795,0.000595038
8651,2972,Undirected,156850,,,1,5778,0.578481,0.006344848
8650,1943,Undirected,156851,,,1,5779,0.722328,0.010458083
8649,7710,Undirected,156852,,,1,5780,0.287673,0.003656733
8648,336,Undirected,156853,,,1,5781,0.169893,0.002353507
8647,6204,Undirected,156854,,,1,5782,1.02746,0.009781551
8646,2732,Undirected,156855,,,1,5783,0.495495,0.002192575
8645,342,Undirected,156856,,,1,5784,1.554712,0.015210121
8644,6739,Undirected,156857,,,1,5785,0.180348,0.002281045
8643,8639,Undirected,156858,,,1,5786,0.269647,0.002053317
8642,8641,Undirected,156859,,,1,5787,0.383123,0.007225467
8641,914,Undirected,156860,,,1,5788,1.093987,0.011773931
8640,7402,Undirected,156861,,,1,5789,0.350724,0.001818732
8639,6679,Undirected,156862,,,1,5790,0.329076,0.002584444
8638,7092,Undirected,156863,,,1,5791,0.351135,0.002119511
8637,7092,Undirected,156864,,,1,5792,0.07361,0.000944662
8636,3879,Undirected,156865,,,1,5793,0.282112,0.002223695
8635,6801,Undirected,156866,,,1,5794,0.954378,0.010525808
8634,7773,Undirected,156867,,,1,5795,0.327005,0.001248063
8633,8617,Undirected,156868,,,1,5796,0.458135,0.003844212
8632,6419,Undirected,156869,,,1,5797,0.609443,0.005078385
8631,8630,Undirected,156870,,,1,5798,0.687432,0.003287689
8630,8629,Undirected,156871,,,1,5799,0.796777,0.008969405
8629,8624,Undirected,156872,,,1,5800,0.612283,0.008551886
8628,6419,Undirected,156873,,,1,5801,0.602449,0.009651526
8627,2732,Undirected,156874,,,1,5802,0.788008,0.008858987
8626,8625,Undirected,156875,,,1,5803,0.877567,0.013064238
8625,2050,Undirected,156876,,,1,5804,0.645564,0.004353894
8624,2050,Undirected,156877,,,1,5805,0.900893,0.003806625
8623,3978,Undirected,156878,,,1,5806,0.160723,0.001569178
8622,516,Undirected,156879,,,1,5807,0.816459,0.007010853
8621,8612,Undirected,156880,,,1,5808,0.351969,0.003925356
8620,5446,Undirected,156881,,,1,5809,0.135222,0.001852249
8619,1710,Undirected,156882,,,1,5810,0.116858,0.001333052
8618,1512,Undirected,156883,,,1,5811,0.181189,0
8617,843,Undirected,156884,,,1,5812,0.075165,0.00078121
8616,7773,Undirected,156885,,,1,5813,0.228821,0.002764458
8615,3274,Undirected,156886,,,1,5814,0.125493,0.001279048
8614,3576,Undirected,156887,,,1,5815,0.664959,0.010950597
8613,4273,Undirected,156888,,,1,5816,0.510012,0.005302796
8612,4109,Undirected,156889,,,1,5817,0.258028,0.004171004
8611,6023,Undirected,156890,,,1,5818,0.353514,0.004421945
8610,53,Undirected,156891,,,1,5819,0.889255,0.011337767
8609,3576,Undirected,156892,,,1,5820,1.328228,0.013971697
8608,8600,Undirected,156893,,,1,5821,0.475278,0.006878495
8607,8588,Undirected,156894,,,1,5822,1.027472,0.009841087
8606,7160,Undirected,156895,,,1,5823,0.352911,0.002716818
8605,3274,Undirected,156896,,,1,5824,0.447386,0.003234749
8604,2788,Undirected,156897,,,1,5825,0.224786,0.00265606
8603,7160,Undirected,156898,,,1,5826,0.28291,0.003291197
8602,4526,Undirected,156899,,,1,5827,1.551565,0.010206523
8601,1378,Undirected,156900,,,1,5828,0.100656,0.001213272
8600,8590,Undirected,156901,,,1,5829,0.513492,0.007451059
8599,4219,Undirected,156902,,,1,5830,1.13332,0.016115984
8598,4924,Undirected,156903,,,1,5831,0.733883,0.006441039
8597,7393,Undirected,156904,,,1,5832,0.109292,0.000753876
8596,1791,Undirected,156905,,,1,5833,0.420726,0.002596048
8595,2825,Undirected,156906,,,1,5834,0.023295,0.000298792
8594,7463,Undirected,156907,,,1,5835,1.061586,0.010285573
8593,1390,Undirected,156908,,,1,5836,0.098041,0.000959935
8592,7656,Undirected,156909,,,1,5837,0.163436,0.001160399
8591,2801,Undirected,156910,,,1,5838,0.162872,0.001852805
8590,8585,Undirected,156911,,,1,5839,0.393349,0.003986769
8589,7147,Undirected,156912,,,1,5840,0.195678,0.002175025
8588,8580,Undirected,156913,,,1,5841,0.813546,0.007978764
8587,8577,Undirected,156914,,,1,5842,0.313476,0.002827511
8586,1791,Undirected,156915,,,1,5843,0.211325,0.002893736
8585,8575,Undirected,156916,,,1,5844,0.290867,0.002723335
8584,8581,Undirected,156917,,,1,5845,0.288723,0.003000646
8583,4716,Undirected,156918,,,1,5846,0.363276,0.002696795
8582,8573,Undirected,156919,,,1,5847,0.276261,0.003910057
8581,6223,Undirected,156920,,,1,5848,0.121294,0.001503231
8580,5153,Undirected,156921,,,1,5849,0.543153,0.003527233
8579,1190,Undirected,156922,,,1,5850,0.146783,0.001490621
8578,8553,Undirected,156923,,,1,5851,1.006893,0.004828758
8577,8554,Undirected,156924,,,1,5852,0.616087,0.00554985
8576,5642,Undirected,156925,,,1,5853,0.086867,0.000666376
8575,3829,Undirected,156926,,,1,5854,0.615662,0.004921193
8574,8562,Undirected,156927,,,1,5855,0.286368,0.001233175
8573,8566,Undirected,156928,,,1,5856,0.239958,0.002008161
8572,5113,Undirected,156929,,,1,5857,0.211357,0.001522182
8571,1791,Undirected,156930,,,1,5858,0.716366,0.004303991
8570,5483,Undirected,156931,,,1,5859,0.241243,0.003130842
8569,5782,Undirected,156932,,,1,5860,0.71849,0.004718619
8568,7481,Undirected,156933,,,1,5861,0.137631,0.00111341
8567,8546,Undirected,156934,,,1,5862,0.525129,0.004492245
8566,8563,Undirected,156935,,,1,5863,0.13805,0.001419153
8565,2561,Undirected,156936,,,1,5864,0.036099,0.000386726
8564,8563,Undirected,156937,,,1,5865,0.111438,0.00091297
8563,1464,Undirected,156938,,,1,5866,0.358455,0.002850263
8562,4388,Undirected,156939,,,1,5867,0.366053,0.004586119
8561,8559,Undirected,156940,,,1,5868,0.100519,0.000792151
8560,368,Undirected,156941,,,1,5869,0.367694,0.003870172
8559,702,Undirected,156942,,,1,5870,0.063391,0.00072964
8558,8551,Undirected,156943,,,1,5871,0.151897,0.002014809
8557,8543,Undirected,156944,,,1,5872,0.288347,0.003650098
8556,7544,Undirected,156945,,,1,5873,0.443105,0.005156507
8555,8549,Undirected,156946,,,1,5874,0.156147,0.002035682
8554,8534,Undirected,156947,,,1,5875,0.410442,0.004836413
8553,3538,Undirected,156948,,,1,5876,0.532463,0.006815033
8552,5340,Undirected,156949,,,1,5877,0.144482,0.001697882
8551,5317,Undirected,156950,,,1,5878,0.102222,0.001036206
8550,5317,Undirected,156951,,,1,5879,0.044983,0.000488081
8549,702,Undirected,156952,,,1,5880,0.191927,0.001281468
8548,8541,Undirected,156953,,,1,5881,0.162318,0.001847986
8547,3829,Undirected,156954,,,1,5882,0.135802,0.001023274
8546,8527,Undirected,156955,,,1,5883,0.409191,0.005010581
8545,4424,Undirected,156956,,,1,5884,0.057718,0.00055071
8544,8540,Undirected,156957,,,1,5885,0.175217,0.002171792
8543,3805,Undirected,156958,,,1,5886,0.245549,0.00289105
8542,8539,Undirected,156959,,,1,5887,0.083974,0.001064579
8541,4451,Undirected,156960,,,1,5888,0.143804,0.001805493
8540,3404,Undirected,156961,,,1,5889,0.52854,0.00563152
8539,4542,Undirected,156962,,,1,5890,0.211889,0.00066584
8538,8534,Undirected,156963,,,1,5891,0.092782,0.001118224
8537,104,Undirected,156964,,,1,5892,0.385237,0.004742985
8536,7956,Undirected,156965,,,1,5893,0.857737,0.009504488
8535,3829,Undirected,156966,,,1,5894,0.303106,0.001269642
8534,6833,Undirected,156967,,,1,5895,0.60444,0.005491849
8533,2298,Undirected,156968,,,1,5896,0.080204,0.000749513
8532,6414,Undirected,156969,,,1,5897,0.508122,0.004388566
8531,7067,Undirected,156970,,,1,5898,0.171704,0.001926032
8530,8522,Undirected,156971,,,1,5899,0.547592,0.004659141
8529,997,Undirected,156972,,,1,5900,0.28709,0.003872545
8528,7120,Undirected,156973,,,1,5901,0.09311,0.000482635
8527,8526,Undirected,156974,,,1,5902,0.654198,0.004387657
8526,3987,Undirected,156975,,,1,5903,1.645938,0.013142596
8525,3255,Undirected,156976,,,1,5904,0.128808,0.001536156
8524,1227,Undirected,156977,,,1,5905,0.40938,0.003432215
8523,296,Undirected,156978,,,1,5906,0.053884,0.000443968
8522,2039,Undirected,156979,,,1,5907,0.557032,0.005746018
8521,2539,Undirected,156980,,,1,5908,0.143327,0.000861599
8520,5795,Undirected,156981,,,1,5909,0.042275,0.000513405
8519,8514,Undirected,156982,,,1,5910,0.138473,0.002124949
8518,8483,Undirected,156983,,,1,5911,0.701447,0.006178532
8517,7954,Undirected,156984,,,1,5912,0.904553,0.006216177
8516,163,Undirected,156985,,,1,5913,0.176,0.00164362
8515,945,Undirected,156986,,,1,5914,0.156644,0.001981259
8514,8496,Undirected,156987,,,1,5915,0.337502,0.004902108
8513,8509,Undirected,156988,,,1,5916,0.10486,0.000746412
8512,8511,Undirected,156989,,,1,5917,0.544132,0.00472845
8511,929,Undirected,156990,,,1,5918,1.009515,0.011400112
8510,8504,Undirected,156991,,,1,5919,0.097263,0.000812915
8509,4943,Undirected,156992,,,1,5920,0.139629,0.001671726
8508,4460,Undirected,156993,,,1,5921,0.498173,0.004976099
8507,4744,Undirected,156994,,,1,5922,0.341388,0.003278495
8506,6105,Undirected,156995,,,1,5923,0.098699,0.001275761
8505,8486,Undirected,156996,,,1,5924,0.338803,0.003207529
8504,213,Undirected,156997,,,1,5925,0.021572,0.000239867
8503,8499,Undirected,156998,,,1,5926,0.517754,0.005400085
8502,5795,Undirected,156999,,,1,5927,0.318643,0.004308265
8501,8500,Undirected,157000,,,1,5928,0.016777,0.00022636
8500,5547,Undirected,157001,,,1,5929,0.110489,0.001525496
8499,8487,Undirected,157002,,,1,5930,0.293657,0.005342888
8498,1227,Undirected,157003,,,1,5931,0.112146,0
8497,3748,Undirected,157004,,,1,5932,0.129983,0.001124592
8496,650,Undirected,157005,,,1,5933,0.330422,0.003790937
8495,4029,Undirected,157006,,,1,5934,0.096329,0.000936623
8494,7401,Undirected,157007,,,1,5935,0.151555,0.001737354
8493,5547,Undirected,157008,,,1,5936,0.173833,0.001585326
8492,2061,Undirected,157009,,,1,5937,0.123534,0.000621087
8491,3748,Undirected,157010,,,1,5938,0.119736,0.001006129
8490,4823,Undirected,157011,,,1,5939,0.17814,0.00143855
8489,5494,Undirected,157012,,,1,5940,0.247461,0.001989761
8488,1763,Undirected,157013,,,1,5941,0.756275,0.008698937
8487,8460,Undirected,157014,,,1,5942,0.984187,0.009897369
8486,8485,Undirected,157015,,,1,5943,0.094024,0.000609668
8485,2179,Undirected,157016,,,1,5944,0.689304,0.011851638
8484,4846,Undirected,157017,,,1,5945,0.185513,0.001883238
8483,8482,Undirected,157018,,,1,5946,0.08535,0.000697204
8482,8478,Undirected,157019,,,1,5947,0.129361,0.001269976
8481,8479,Undirected,157020,,,1,5948,0.191241,0.002598505
8480,385,Undirected,157021,,,1,5949,0.15104,0.000609042
8479,8475,Undirected,157022,,,1,5950,0.154145,0.000983695
8478,8471,Undirected,157023,,,1,5951,0.220673,0.001132625
8477,5535,Undirected,157024,,,1,5952,0.125013,0.001639456
8476,790,Undirected,157025,,,1,5953,0.40665,0.00412503
8475,8473,Undirected,157026,,,1,5954,0.124812,0.001637834
8474,1227,Undirected,157027,,,1,5955,0.702914,0.004958415
8473,2001,Undirected,157028,,,1,5956,0.320122,0.005169576
8472,8463,Undirected,157029,,,1,5957,0.3988,0.004816933
8471,8470,Undirected,157030,,,1,5958,0.146076,0.001629631
8470,8465,Undirected,157031,,,1,5959,0.160912,0.001708457
8469,5730,Undirected,157032,,,1,5960,0.26745,0.002125824
8468,8451,Undirected,157033,,,1,5961,0.399215,0.003887984
8467,7344,Undirected,157034,,,1,5962,0.323365,0.002717561
8466,1529,Undirected,157035,,,1,5963,0.749905,0.004680632
8465,7550,Undirected,157036,,,1,5964,0.306472,0.001643978
8464,122,Undirected,157037,,,1,5965,0.08091,0.000925827
8463,8456,Undirected,157038,,,1,5966,0.174008,0.001680998
8462,4222,Undirected,157039,,,1,5967,0.311979,0.003005863
8461,936,Undirected,157040,,,1,5968,0.128123,0.000925888
8460,8443,Undirected,157041,,,1,5969,0.476963,0.002474024
8459,3548,Undirected,157042,,,1,5970,0.595494,0.007130243
8458,4222,Undirected,157043,,,1,5971,0.269693,0.001570104
8457,7276,Undirected,157044,,,1,5972,0.156055,0.000928322
8456,8439,Undirected,157045,,,1,5973,0.458441,0.005261335
8455,1193,Undirected,157046,,,1,5974,0.269867,0.000295368
8454,4794,Undirected,157047,,,1,5975,0.111286,0.001294774
8453,1027,Undirected,157048,,,1,5976,0.915998,0.009267553
8452,6896,Undirected,157049,,,1,5977,0.032639,0.000156556
8451,117,Undirected,157050,,,1,5978,1.088989,0.003843689
8450,8422,Undirected,157051,,,1,5979,0.666864,0.003336842
8449,2277,Undirected,157052,,,1,5980,0.121469,0.000766342
8448,7665,Undirected,157053,,,1,5981,0.138306,0.001797685
8447,639,Undirected,157054,,,1,5982,0.087547,0.000428732
8446,7831,Undirected,157055,,,1,5983,0.155686,0.001460259
8445,8440,Undirected,157056,,,1,5984,0.302291,0.003934322
8444,218,Undirected,157057,,,1,5985,0.597691,0.006961629
8443,3842,Undirected,157058,,,1,5986,0.303385,0.004299208
8442,947,Undirected,157059,,,1,5987,0.571519,0.004932517
8441,8432,Undirected,157060,,,1,5988,0.174789,0.00219495
8440,1193,Undirected,157061,,,1,5989,0.275453,0.004095563
8439,3533,Undirected,157062,,,1,5990,0.241874,0.001605774
8438,4422,Undirected,157063,,,1,5991,0.278438,0.001034023
8437,218,Undirected,157064,,,1,5992,1.034838,0.013357779
8436,1363,Undirected,157065,,,1,5993,0.199139,0.003057636
8435,2277,Undirected,157066,,,1,5994,0.279416,0.001798658
8434,1277,Undirected,157067,,,1,5995,0.174501,0.002170357
8433,374,Undirected,157068,,,1,5996,0.288538,0.003474828
8432,8419,Undirected,157069,,,1,5997,0.248769,0.002266735
8431,4441,Undirected,157070,,,1,5998,0.340681,0.004106851
8430,1917,Undirected,157071,,,1,5999,0.062102,0.000525685
8429,525,Undirected,157072,,,1,6000,0.224112,0.002107438
8428,8423,Undirected,157073,,,1,6001,0.08748,0.001107015
8427,725,Undirected,157074,,,1,6002,0.31745,0.003818212
8426,5192,Undirected,157075,,,1,6003,0.717466,0.005396906
8425,6784,Undirected,157076,,,1,6004,0.081848,0.000549116
8424,1620,Undirected,157077,,,1,6005,0.612667,0.004462247
8423,8418,Undirected,157078,,,1,6006,0.080229,0.001252387
8422,8406,Undirected,157079,,,1,6007,0.584886,0.008924084
8421,656,Undirected,157080,,,1,6008,0.15357,0.002665983
8420,4405,Undirected,157081,,,1,6009,0.293985,0.002736985
8419,6034,Undirected,157082,,,1,6010,0.056906,0.000404961
8418,6013,Undirected,157083,,,1,6011,0.146597,0.001288814
8417,3842,Undirected,157084,,,1,6012,0.40546,0.003619074
8416,8413,Undirected,157085,,,1,6013,0.417403,0.003833683
8415,844,Undirected,157086,,,1,6014,0.176562,0.002675308
8414,5102,Undirected,157087,,,1,6015,0.056919,0.000499626
8413,5660,Undirected,157088,,,1,6016,0.285923,0.002665427
8412,3948,Undirected,157089,,,1,6017,0.49295,0.003210654
8411,5079,Undirected,157090,,,1,6018,0.130702,0.000786719
8410,7810,Undirected,157091,,,1,6019,0.032231,0.000210576
8409,1600,Undirected,157092,,,1,6020,0.662537,0.008728755
8408,1489,Undirected,157093,,,1,6021,0.253485,0.002636627
8407,3948,Undirected,157094,,,1,6022,0.318169,0.001847106
8406,7062,Undirected,157095,,,1,6023,0.396741,0.004532912
8405,8404,Undirected,157096,,,1,6024,0.035518,0.00018504
8404,2617,Undirected,157097,,,1,6025,0.029871,0.000225937
8403,2162,Undirected,157098,,,1,6026,0.506135,0.005479059
8402,5850,Undirected,157099,,,1,6027,0.062497,0.000737118
8401,2990,Undirected,157100,,,1,6028,0.110203,0.001257365
8400,4075,Undirected,157101,,,1,6029,0.17803,0.002303629
8399,7077,Undirected,157102,,,1,6030,3.507924,0.048751087
8398,2138,Undirected,157103,,,1,6031,0.175523,0.001386697
8397,2746,Undirected,157104,,,1,6032,0.284886,0.002826473
8396,8391,Undirected,157105,,,1,6033,0.15904,0.00144401
8395,2453,Undirected,157106,,,1,6034,0.331477,0.004796077
8394,8389,Undirected,157107,,,1,6035,0.141224,0.002078725
8393,5145,Undirected,157108,,,1,6036,0.16212,0.001801532
8392,8384,Undirected,157109,,,1,6037,0.178069,0.00211872
8391,3708,Undirected,157110,,,1,6038,0.07409,0.000508395
8390,73,Undirected,157111,,,1,6039,0.575924,0.003039739
8389,8385,Undirected,157112,,,1,6040,0.062595,0.000761492
8388,2444,Undirected,157113,,,1,6041,0.347075,0.004741252
8387,4918,Undirected,157114,,,1,6042,0.665796,0.005315526
8386,4751,Undirected,157115,,,1,6043,0.104645,0.001467875
8385,8377,Undirected,157116,,,1,6044,0.192287,0.001127047
8384,1427,Undirected,157117,,,1,6045,0.169247,0.001737255
8383,4448,Undirected,157118,,,1,6046,0.241703,0.004015693
8382,8380,Undirected,157119,,,1,6047,0.08979,0.001334182
8381,6717,Undirected,157120,,,1,6048,0.627049,0.00682799
8380,3636,Undirected,157121,,,1,6049,0.238002,0.002613061
8379,3831,Undirected,157122,,,1,6050,0.193214,0.000852619
8378,5001,Undirected,157123,,,1,6051,0.074209,0.000941807
8377,8373,Undirected,157124,,,1,6052,0.079431,0.00051784
8376,4706,Undirected,157125,,,1,6053,0.134452,0.001136371
8375,3899,Undirected,157126,,,1,6054,0.220466,0.002868678
8374,6353,Undirected,157127,,,1,6055,0.697052,0.006936864
8373,8368,Undirected,157128,,,1,6056,0.144096,0.002167017
8372,3348,Undirected,157129,,,1,6057,0.218804,0.001156903
8371,4463,Undirected,157130,,,1,6058,0.513547,0.007292158
8370,417,Undirected,157131,,,1,6059,0.049464,0.000341356
8369,1927,Undirected,157132,,,1,6060,0.298827,0.005021491
8368,4706,Undirected,157133,,,1,6061,0.316985,0.003472519
8367,1344,Undirected,157134,,,1,6062,0.365739,0.003479458
8366,8359,Undirected,157135,,,1,6063,0.1861,0.002238624
8365,3968,Undirected,157136,,,1,6064,0.104662,0.000413199
8364,5225,Undirected,157137,,,1,6065,0.042152,0.000356065
8363,476,Undirected,157138,,,1,6066,0.114354,0.001487126
8362,8340,Undirected,157139,,,1,6067,1.311983,0.013630224
8361,1310,Undirected,157140,,,1,6068,0.348955,0.003698206
8360,8357,Undirected,157141,,,1,6069,0.170792,0.001700564
8359,5348,Undirected,157142,,,1,6070,0.346005,0.002051597
8358,5043,Undirected,157143,,,1,6071,0.096294,0.001006751
8357,8355,Undirected,157144,,,1,6072,0.106002,0.000854644
8356,724,Undirected,157145,,,1,6073,0.093999,0.001218253
8355,8347,Undirected,157146,,,1,6074,0.196821,0.001886771
8354,8318,Undirected,157147,,,1,6075,1.37861,0.016572214
8353,749,Undirected,157148,,,1,6076,0.291303,0.001521304
8352,476,Undirected,157149,,,1,6077,0.331882,0.002290797
8351,2248,Undirected,157150,,,1,6078,0.1674,0.001866037
8350,6088,Undirected,157151,,,1,6079,0.963757,0.00783911
8349,3554,Undirected,157152,,,1,6080,0.470751,0.003837241
8348,8345,Undirected,157153,,,1,6081,0.066825,0.000670291
8347,8338,Undirected,157154,,,1,6082,0.643603,0.010897336
8346,5212,Undirected,157155,,,1,6083,0.620402,0.006143108
8345,6482,Undirected,157156,,,1,6084,0.115239,0.000912781
8344,2483,Undirected,157157,,,1,6085,0.138233,0.000877015
8343,6468,Undirected,157158,,,1,6086,0.451494,0.004338188
8342,6101,Undirected,157159,,,1,6087,0.257813,0.003048984
8341,750,Undirected,157160,,,1,6088,0.27779,0.00274033
8340,2737,Undirected,157161,,,1,6089,1.251066,0.01565901
8339,1122,Undirected,157162,,,1,6090,0.513994,0.006062913
8338,8319,Undirected,157163,,,1,6091,0.326641,0.004076717
8337,2483,Undirected,157164,,,1,6092,0.386095,0.006126669
8336,4263,Undirected,157165,,,1,6093,0.211291,0.002641831
8335,2997,Undirected,157166,,,1,6094,0.359131,0.002912675
8334,5775,Undirected,157167,,,1,6095,0.763646,0.006971664
8333,8331,Undirected,157168,,,1,6096,0.010692,1.97E-05
8332,3332,Undirected,157169,,,1,6097,0.195262,0.002160297
8331,4658,Undirected,157170,,,1,6098,0.068412,0.000865384
8330,3914,Undirected,157171,,,1,6099,0.37155,0.005229617
8329,6101,Undirected,157172,,,1,6100,0.404938,0.004044609
8328,3621,Undirected,157173,,,1,6101,0.285954,0.002267079
8327,2531,Undirected,157174,,,1,6102,0.395234,0.003268642
8326,3545,Undirected,157175,,,1,6103,0.290528,0.004739095
8325,5130,Undirected,157176,,,1,6104,0.662542,0.007199139
8324,5212,Undirected,157177,,,1,6105,0.551625,0.007049366
8323,4057,Undirected,157178,,,1,6106,1.034506,0.01379925
8322,8320,Undirected,157179,,,1,6107,0.261685,0.002382203
8321,1011,Undirected,157180,,,1,6108,0.370825,0.002762364
8320,4658,Undirected,157181,,,1,6109,0.308758,0.005399254
8319,8313,Undirected,157182,,,1,6110,0.334927,0.002828568
8318,8314,Undirected,157183,,,1,6111,1.851221,0.010081314
8317,2977,Undirected,157184,,,1,6112,0.232601,0.001656381
8316,5430,Undirected,157185,,,1,6113,0.077482,0.000904047
8315,5130,Undirected,157186,,,1,6114,0.466522,0.005781993
8314,5158,Undirected,157187,,,1,6115,0.413707,0.002852091
8313,8294,Undirected,157188,,,1,6116,0.424188,0.005157737
8312,8299,Undirected,157189,,,1,6117,0.358823,0.003932062
8311,8304,Undirected,157190,,,1,6118,0.207529,0.002524856
8310,4278,Undirected,157191,,,1,6119,0.100501,0.001416824
8309,5170,Undirected,157192,,,1,6120,0.166869,0.001717796
8308,4712,Undirected,157193,,,1,6121,0.234065,0.003400082
8307,1259,Undirected,157194,,,1,6122,0.082227,0.000869006
8306,7454,Undirected,157195,,,1,6123,0.061853,0.0004358
8305,1417,Undirected,157196,,,1,6124,0.217234,0.002305186
8304,1723,Undirected,157197,,,1,6125,0.398412,0.000211509
8303,740,Undirected,157198,,,1,6126,0.101227,0.000568905
8302,1011,Undirected,157199,,,1,6127,0.455528,0.004847628
8301,7208,Undirected,157200,,,1,6128,0.633953,0.006523309
8300,3701,Undirected,157201,,,1,6129,0.043255,0.00062069
8299,5170,Undirected,157202,,,1,6130,0.283926,0.001597033
8298,5264,Undirected,157203,,,1,6131,0.442069,0.005222277
8297,135,Undirected,157204,,,1,6132,0.429653,0.005916735
8296,4783,Undirected,157205,,,1,6133,0.599188,0.003524092
8295,4686,Undirected,157206,,,1,6134,0.549969,0.007855925
8294,7595,Undirected,157207,,,1,6135,0.204389,0.001546609
8293,5287,Undirected,157208,,,1,6136,0.506517,0.005097051
8292,7827,Undirected,157209,,,1,6137,0.053189,0.000509963
8291,8286,Undirected,157210,,,1,6138,0.214606,0.002669471
